playerID,yearid,votedBy,ballots,needed,votes,inducted,category,needed_note
alomaro01,2011,BBWAA,581,436,523,Y,Player,NULL
alomasa02,2013,BBWAA,569,427,16,N,Player,NULL
aloufe01,1980,BBWAA,385,289,3,N,Player,NULL
aloufe01,2003,Veterans - Players,NULL,NULL,NULL,N,Player,Preliminary ballot (200 players)
aloufe01,2005,Veterans - Players,NULL,NULL,NULL,N,Player,Preliminary ballot (200 players)
aloufe01,2007,Veterans - Players,NULL,NULL,NULL,N,Player,Preliminary ballot (200 players)
alouje01,1985,BBWAA,395,297,1,N,Player,NULL
alouma01,1980,BBWAA,385,289,5,N,Player,NULL
aloumo01,2014,BBWAA,571,429,6,N,Player,NULL
alstowa01,1979,Veterans,NULL,NULL,NULL,N,Manager,At least 1 vote
alstowa01,1980,Veterans,NULL,NULL,NULL,N,Manager,Finalist
alstowa01,1981,Veterans,NULL,NULL,NULL,N,Manager,NULL
alstowa01,1982,Veterans,NULL,NULL,NULL,N,Manager,NULL
alstowa01,1983,Veterans,NULL,NULL,NULL,Y,Manager,NULL
altroni01,1937,BBWAA,201,151,3,N,Player,NULL
altroni01,1938,BBWAA,262,197,7,N,Player,NULL
altroni01,1939,BBWAA,274,206,6,N,Player,NULL
altroni01,1953,BBWAA,264,198,1,N,Player,NULL
altroni01,1954,BBWAA,252,189,2,N,Player,NULL
altroni01,1956,BBWAA,193,145,1,N,Player,NULL
altroni01,1958,BBWAA,266,200,20,N,Player,NULL
altroni01,1960,BBWAA,269,202,18,N,Player,NULL
anderbr01,2008,BBWAA,543,408,0,N,Player,NULL
anderga01,2016,BBWAA,440,330,1,N,Player,NULL
andersp01,2000,Veterans,NULL,NULL,NULL,Y,Manager,NULL
ankieri01,2019,BBWAA,425,319,0,N,Player,NULL
ansonca01,1936,Veterans,78,59,39,N,Player,NULL
ansonca01,1939,Old Timers,NULL,NULL,NULL,Y,Player,NULL
aparilu01,1979,BBWAA,432,324,120,N,Player,NULL
aparilu01,1980,BBWAA,385,289,124,N,Player,NULL
aparilu01,1981,BBWAA,401,301,148,N,Player,NULL
aparilu01,1982,BBWAA,415,312,174,N,Player,NULL
aparilu01,1983,BBWAA,374,281,252,N,Player,NULL
aparilu01,1984,BBWAA,403,303,341,Y,Player,NULL
appieke01,2010,BBWAA,539,405,1,N,Player,NULL
applilu01,1953,BBWAA,264,198,2,N,Player,NULL
applilu01,1955,BBWAA,251,189,3,N,Player,NULL
applilu01,1956,BBWAA,193,145,14,N,Player,NULL
applilu01,1958,BBWAA,266,200,77,N,Player,NULL
applilu01,1960,BBWAA,269,202,72,N,Player,NULL
applilu01,1962,BBWAA,160,120,48,N,Player,NULL
applilu01,1964,BBWAA,201,151,142,N,Player,NULL
applilu01,1964,Run Off,201,NULL,189,Y,Player,Player receiving most votes inducted
archeji01,1937,BBWAA,201,151,6,N,Player,NULL
archeji01,1938,BBWAA,262,197,7,N,Player,NULL
archeji01,1939,BBWAA,274,206,3,N,Player,NULL
arroybr01,2023,BBWAA,389,292,1,N,Player,NULL
ashburi01,1968,BBWAA,283,213,6,N,Player,NULL
ashburi01,1969,BBWAA,340,255,10,N,Player,NULL
ashburi01,1970,BBWAA,300,225,11,N,Player,NULL
ashburi01,1971,BBWAA,360,270,10,N,Player,NULL
ashburi01,1972,BBWAA,396,297,11,N,Player,NULL
ashburi01,1973,BBWAA,380,285,25,N,Player,NULL
ashburi01,1974,BBWAA,365,274,56,N,Player,NULL
ashburi01,1975,BBWAA,362,272,76,N,Player,NULL
ashburi01,1976,BBWAA,388,291,85,N,Player,NULL
ashburi01,1977,BBWAA,383,288,139,N,Player,NULL
ashburi01,1978,BBWAA,379,285,158,N,Player,NULL
ashburi01,1979,BBWAA,432,324,130,N,Player,NULL
ashburi01,1980,BBWAA,385,289,134,N,Player,NULL
ashburi01,1981,BBWAA,401,301,142,N,Player,NULL
ashburi01,1982,BBWAA,415,312,126,N,Player,NULL
ashburi01,1986,Veterans,NULL,NULL,NULL,N,Player,NULL
ashburi01,1987,Veterans,NULL,NULL,NULL,N,Player,NULL
ashburi01,1988,Veterans,18,14,NULL,N,Player,NULL
ashburi01,1989,Veterans,NULL,NULL,NULL,N,Player,NULL
ashburi01,1990,Veterans,14,11,NULL,N,Player,Had 8 or 9 votes
ashburi01,1994,Veterans,NULL,NULL,NULL,N,Player,Highest vote-getter behind Rizzuto
ashburi01,1995,Veterans,NULL,NULL,NULL,Y,Player,NULL
aurilri01,2015,BBWAA,549,412,0,N,Player,NULL
ausmubr01,2016,BBWAA,440,330,0,N,Player,NULL
austiji01,1958,BBWAA,266,200,1,N,Player,NULL
autryge99,2003,Veterans - Contributors,NULL,NULL,NULL,N,Executive,Preliminary ballot (60 contributors)
autryge99,2007,Veterans - Contributors,NULL,NULL,NULL,N,Executive,Preliminary ballot (60 contributors)
autryge99,2010,Veterans - Executives,16,12,NULL,N,Executive,<3 votes
averiea01,1949,BBWAA,153,115,1,N,Player,NULL
averiea01,1952,BBWAA,234,176,2,N,Player,NULL
averiea01,1955,BBWAA,251,189,2,N,Player,NULL
averiea01,1956,BBWAA,193,145,3,N,Player,NULL
averiea01,1958,BBWAA,266,200,14,N,Player,NULL
averiea01,1960,BBWAA,269,202,11,N,Player,NULL
averiea01,1962,BBWAA,160,120,3,N,Player,NULL
averiea01,1963,Veterans,NULL,NULL,NULL,N,Player,Group B - Rule change removed from BBWAA ballot - two could be elected from Group B
averiea01,1975,Veterans,NULL,NULL,NULL,Y,Player,NULL
avilabo01,2003,Veterans - Players,NULL,NULL,NULL,N,Player,Preliminary ballot (200 players)
baergca01,2011,BBWAA,581,436,0,N,Player,NULL
bagweje01,2011,BBWAA,581,436,242,N,Player,NULL
bagweje01,2012,BBWAA,573,430,321,N,Player,NULL
bagweje01,2013,BBWAA,569,427,339,N,Player,NULL
bagweje01,2014,BBWAA,571,429,310,N,Player,NULL
bagweje01,2015,BBWAA,549,412,306,N,Player,NULL
bagweje01,2016,BBWAA,440,330,315,N,Player,NULL
bagweje01,2017,BBWAA,442,332,381,Y,Player,NULL
bahnsst01,1988,BBWAA,427,321,0,N,Player,NULL
bailebo01,1984,BBWAA,403,303,1,N,Player,NULL
bailobo01,1991,BBWAA,443,333,0,N,Player,NULL
baineha01,2007,BBWAA,545,409,29,N,Player,NULL
baineha01,2008,BBWAA,543,408,28,N,Player,NULL
baineha01,2009,BBWAA,539,405,32,N,Player,NULL
baineha01,2010,BBWAA,539,405,33,N,Player,NULL
baineha01,2011,BBWAA,581,436,28,N,Player,NULL
baineha01,2017,Veterans - Today's Game Era,16,12,NULL,N,Player,<5 votes
baineha01,2019,Veterans - Today's Game Era,16,12,12,Y,Player,NULL
bakerdu01,1992,BBWAA,430,323,4,N,Player,NULL
bakerfr01,1936,BBWAA,226,170,1,N,Player,NULL
bakerfr01,1937,BBWAA,201,151,13,N,Player,NULL
bakerfr01,1938,BBWAA,262,197,32,N,Player,NULL
bakerfr01,1939,BBWAA,274,206,30,N,Player,NULL
bakerfr01,1942,BBWAA,233,175,39,N,Player,NULL
bakerfr01,1945,BBWAA,247,186,26,N,Player,NULL
bakerfr01,1946,Final Ballot,263,198,36,N,Player,NULL
bakerfr01,1946,Nominating Vote,202,NULL,39,N,Player,Players in top 20 proceed to final ballot
bakerfr01,1947,BBWAA,161,121,49,N,Player,NULL
bakerfr01,1948,BBWAA,121,91,4,N,Player,NULL
bakerfr01,1950,BBWAA,168,126,4,N,Player,NULL
bakerfr01,1951,BBWAA,226,170,8,N,Player,NULL
bakerfr01,1953,Veterans,NULL,NULL,NULL,N,Player,NULL
bakerfr01,1955,Veterans,NULL,NULL,NULL,Y,Player,NULL
ballale99,1995,Veterans,NULL,NULL,NULL,N,Umpire,NULL
ballne01,1953,Veterans,NULL,NULL,NULL,N,Player,NULL
ballne01,1955,Veterans,NULL,NULL,NULL,N,Player,NULL
bancrda01,1937,BBWAA,201,151,3,N,Player,NULL
bancrda01,1938,BBWAA,262,197,2,N,Player,NULL
bancrda01,1939,BBWAA,274,206,1,N,Player,NULL
bancrda01,1946,Nominating Vote,202,NULL,1,N,Player,Players in top 20 proceed to final ballot
bancrda01,1948,BBWAA,121,91,4,N,Player,NULL
bancrda01,1949,BBWAA,153,115,5,N,Player,NULL
bancrda01,1950,BBWAA,168,126,9,N,Player,NULL
bancrda01,1951,BBWAA,226,170,9,N,Player,NULL
bancrda01,1952,BBWAA,234,176,11,N,Player,NULL
bancrda01,1953,BBWAA,264,198,10,N,Player,NULL
bancrda01,1954,BBWAA,252,189,10,N,Player,NULL
bancrda01,1955,BBWAA,251,189,19,N,Player,NULL
bancrda01,1956,BBWAA,193,145,15,N,Player,NULL
bancrda01,1958,BBWAA,266,200,43,N,Player,NULL
bancrda01,1960,BBWAA,269,202,30,N,Player,NULL
bancrda01,1962,Veterans,NULL,NULL,NULL,N,Player,Preliminary poll
bancrda01,1963,Veterans,NULL,NULL,NULL,N,Player,Group A - Holdover from 1962 ballot - two could be elected from Group A
bancrda01,1964,Veterans,NULL,NULL,NULL,N,Player,NULL
bancrda01,1971,Veterans,NULL,NULL,NULL,Y,Player,NULL
bandosa01,1987,BBWAA,413,310,3,N,Player,NULL
bandosa01,2003,Veterans - Players,NULL,NULL,NULL,N,Player,Preliminary ballot (200 players)
bandosa01,2005,Veterans - Players,NULL,NULL,NULL,N,Player,Preliminary ballot (200 players)
bandosa01,2007,Veterans - Players,NULL,NULL,NULL,N,Player,Preliminary ballot (200 players)
bankser01,1977,BBWAA,383,288,321,Y,Player,NULL
barbest01,1980,BBWAA,385,289,0,N,Player,NULL
barlial99,1981,Veterans,NULL,NULL,NULL,N,Umpire,NULL
barlial99,1982,Veterans,NULL,NULL,NULL,N,Umpire,NULL
barlial99,1983,Veterans,NULL,NULL,NULL,N,Umpire,NULL
barlial99,1984,Veterans,NULL,NULL,NULL,N,Umpire,Came closest among umpires
barlial99,1985,Veterans,NULL,NULL,NULL,N,Umpire,NULL
barlial99,1986,Veterans,NULL,NULL,NULL,N,Umpire,NULL
barlial99,1987,Veterans,NULL,NULL,NULL,N,Umpire,NULL
barlial99,1988,Veterans,NULL,NULL,NULL,N,Umpire,NULL
barlial99,1989,Veterans,17,13,13,Y,Umpire,Inducted with 13 of 17 votes
barnero01,1936,Veterans,78,59,3,N,Player,NULL
barrji01,1989,BBWAA,447,336,0,N,Player,NULL
barroed99,1953,Veterans,NULL,NULL,NULL,Y,Executive,NULL
barryja01,1938,BBWAA,262,197,3,N,Player,NULL
barryja01,1939,BBWAA,274,206,1,N,Player,NULL
bartedi01,1948,BBWAA,121,91,1,N,Player,NULL
bartedi01,1951,BBWAA,226,170,1,N,Player,NULL
bartedi01,1958,BBWAA,266,200,1,N,Player,NULL
bartedi01,1960,BBWAA,269,202,1,N,Player,NULL
bartedi01,1983,Veterans,NULL,NULL,NULL,N,Player,NULL
bartedi01,1984,Veterans,NULL,NULL,NULL,N,Player,NULL
bartedi01,1988,Veterans,18,14,NULL,N,Player,NULL
bartedi01,1995,Veterans,NULL,NULL,NULL,N,Player,NULL
bartedi01,2003,Veterans - Players,NULL,NULL,NULL,N,Player,Preliminary ballot (200 players)
bartedi01,2005,Veterans - Players,NULL,NULL,NULL,N,Player,Preliminary ballot (200 players)
bartedi01,2007,Veterans - Players,NULL,NULL,NULL,N,Player,Preliminary ballot (200 players)
bartobo01,1980,BBWAA,385,289,0,N,Player,NULL
battijo01,1936,Veterans,78,59,1,N,Player,NULL
bauerha01,1967,BBWAA,292,219,23,N,Player,NULL
bauerha01,1967,Run Off,306,NULL,9,N,Player,Player receiving most votes inducted
bautijo02,2024,BBWAA,385,289,6,N,Player,NULL
bavasbu99,2003,Veterans - Contributors,79,60,34,N,Executive,NULL
bavasbu99,2007,Veterans - Contributors,81,61,30,NULL,Executive,NULL
bavasbu99,2008,Veterans - Executives,12,9,NULL,N,Executive,<3 votes
bavasbu99,2012,Veterans - Golden Era,16,12,NULL,N,Executive,<3 votes
bayja01,2019,BBWAA,425,319,0,N,Player,NULL
baylodo01,1994,BBWAA,456,342,12,N,Player,NULL
baylodo01,1995,BBWAA,460,345,12,N,Player,NULL
beaucji01,1979,BBWAA,432,324,0,N,Player,NULL
beaumgi01,1938,BBWAA,262,197,1,N,Player,NULL
beaumgi01,1942,BBWAA,233,175,1,N,Player,NULL
beaumgi01,1945,BBWAA,247,186,1,N,Player,NULL
beaumgi01,1946,Nominating Vote,202,NULL,1,N,Player,Players in top 20 proceed to final ballot
beaumgi01,1982,Veterans,NULL,NULL,NULL,N,Player,NULL
beaumgi01,2003,Veterans - Players,NULL,NULL,NULL,N,Player,Preliminary ballot (200 players)
beaumgi01,2005,Veterans - Players,NULL,NULL,NULL,N,Player,Preliminary ballot (200 players)
beaumgi01,2007,Veterans - Players,NULL,NULL,NULL,N,Player,Preliminary ballot (200 players)
beckegl01,1981,BBWAA,401,301,1,N,Player,NULL
beckegl01,2003,Veterans - Players,NULL,NULL,NULL,N,Player,Preliminary ballot (200 players)
beckejo02,2020,BBWAA,397,298,0,N,Player,NULL
becklja01,1936,Veterans,78,59,1,N,Player,NULL
becklja01,1942,BBWAA,233,175,1,N,Player,NULL
becklja01,1953,Veterans,NULL,NULL,NULL,N,Player,NULL
becklja01,1955,Veterans,NULL,NULL,NULL,N,Player,NULL
becklja01,1957,Veterans,NULL,NULL,NULL,N,Player,NULL
becklja01,1959,Veterans,NULL,NULL,NULL,N,Player,NULL
becklja01,1961,Veterans,NULL,NULL,NULL,N,Player,Preliminary poll
becklja01,1962,Veterans,NULL,NULL,NULL,N,Player,Preliminary poll
becklja01,1963,Veterans,NULL,NULL,NULL,N,Player,Group A - Holdover from 1962 ballot - two could be elected from Group A
becklja01,1964,Veterans,NULL,NULL,NULL,N,Player,NULL
becklja01,1971,Veterans,NULL,NULL,NULL,Y,Player,NULL
beckro01,2008,BBWAA,543,408,2,N,Player,NULL
beckwjo02,1982,Veterans,NULL,NULL,NULL,N,Player,NULL
beckwjo02,2006,Negro League,NULL,NULL,NULL,N,Player,NULL
bedrost01,2001,BBWAA,515,387,1,N,Player,NULL
belanma01,1988,BBWAA,427,321,16,N,Player,NULL
belanma01,2005,Veterans - Players,NULL,NULL,NULL,N,Player,Preliminary ballot (200 players)
belanma01,2007,Veterans - Players,NULL,NULL,NULL,N,Player,Preliminary ballot (200 players)
bellbu01,1995,BBWAA,460,345,8,N,Player,NULL
bellco99,1974,Negro League,NULL,NULL,NULL,Y,Player,NULL
belleal01,2006,BBWAA,520,390,40,N,Player,NULL
belleal01,2007,BBWAA,545,409,19,N,Player,NULL
belleal01,2017,Veterans - Today's Game Era,16,12,NULL,N,Player,<5 votes
belleal01,2019,Veterans - Today's Game Era,16,12,NULL,N,Player,<5 votes
belleal01,2023,Contemporary Era,16,12,NULL,N,Player,<4 votes
bellge02,1999,BBWAA,497,373,6,N,Player,NULL
bellhe01,2020,BBWAA,397,298,0,N,Player,NULL
bellja01,2009,BBWAA,539,405,2,N,Player,NULL
bellwi01,2006,Negro League,NULL,NULL,NULL,N,Player,NULL
beltrad01,2024,BBWAA,385,289,366,Y,Player,NULL
beltrca01,2023,BBWAA,389,292,181,N,Player,NULL
beltrca01,2024,BBWAA,385,289,220,N,Player,NULL
benchjo01,1989,BBWAA,447,336,431,Y,Player,NULL
bendech01,1936,BBWAA,226,170,2,N,Player,NULL
bendech01,1937,BBWAA,201,151,17,N,Player,NULL
bendech01,1938,BBWAA,262,197,33,N,Player,NULL
bendech01,1939,BBWAA,274,206,40,N,Player,NULL
bendech01,1942,BBWAA,233,175,55,N,Player,NULL
bendech01,1945,BBWAA,247,186,40,N,Player,NULL
bendech01,1946,Final Ballot,263,198,35,N,Player,NULL
bendech01,1946,Nominating Vote,202,NULL,39,N,Player,Players in top 20 proceed to final ballot
bendech01,1947,BBWAA,161,121,72,N,Player,NULL
bendech01,1948,BBWAA,121,91,5,N,Player,NULL
bendech01,1949,BBWAA,153,115,2,N,Player,NULL
bendech01,1950,BBWAA,168,126,6,N,Player,NULL
bendech01,1951,BBWAA,226,170,35,N,Player,NULL
bendech01,1952,BBWAA,234,176,70,N,Player,NULL
bendech01,1953,BBWAA,264,198,104,N,Player,NULL
bendech01,1953,Veterans,NULL,NULL,NULL,Y,Player,NULL
benitar01,2014,BBWAA,571,429,1,N,Player,NULL
bennech01,1936,Veterans,78,59,3,N,Player,NULL
bentola01,1958,BBWAA,266,200,1,N,Player,NULL
bergema01,1937,BBWAA,201,151,2,N,Player,NULL
bergema01,1938,BBWAA,262,197,1,N,Player,NULL
bergema01,1939,BBWAA,274,206,1,N,Player,NULL
bergewa01,1956,BBWAA,193,145,1,N,Player,NULL
bergewa01,1958,BBWAA,266,200,2,N,Player,NULL
bergewa01,2003,Veterans - Players,NULL,NULL,NULL,N,Player,Preliminary ballot (200 players)
bergewa01,2005,Veterans - Players,NULL,NULL,NULL,N,Player,Preliminary ballot (200 players)
bergewa01,2007,Veterans - Players,NULL,NULL,NULL,N,Player,Preliminary ballot (200 players)
bergmo01,1958,BBWAA,266,200,4,N,Player,NULL
bergmo01,1960,BBWAA,269,202,5,N,Player,NULL
berkmla01,2019,BBWAA,425,319,5,N,Player,NULL
berrayo01,1971,BBWAA,360,270,242,N,Player,NULL
berrayo01,1972,BBWAA,396,297,339,Y,Player,NULL
berrych02,1955,BBWAA,251,189,1,N,Player,NULL
berrych02,1958,BBWAA,266,200,3,N,Player,NULL
berryke01,1981,BBWAA,401,301,0,N,Player,NULL
bibbyji01,1990,BBWAA,444,333,1,N,Player,NULL
bicheda01,2007,BBWAA,545,409,3,N,Player,NULL
bigbeca01,1948,BBWAA,121,91,1,N,Player,NULL
biggicr01,2013,BBWAA,569,427,388,N,Player,NULL
biggicr01,2014,BBWAA,571,429,427,N,Player,NULL
biggicr01,2015,BBWAA,549,412,454,Y,Player,NULL
billija01,1986,BBWAA,425,319,1,N,Player,NULL
bishoma01,1955,BBWAA,251,189,1,N,Player,NULL
bishoma01,1956,BBWAA,193,145,1,N,Player,NULL
bishoma01,1958,BBWAA,266,200,4,N,Player,NULL
bishoma01,1960,BBWAA,269,202,5,N,Player,NULL
blackew01,1968,BBWAA,283,213,5,N,Player,NULL
blackew01,1969,BBWAA,340,255,11,N,Player,NULL
blackew01,1970,BBWAA,300,225,14,N,Player,NULL
bladera01,1958,BBWAA,266,200,1,N,Player,NULL
bladera01,1960,BBWAA,269,202,1,N,Player,NULL
blairpa01,1986,BBWAA,425,319,8,N,Player,NULL
blakeca01,2017,BBWAA,442,332,0,N,Player,NULL
blassst01,1980,BBWAA,385,289,2,N,Player,NULL
bluegos01,1948,BBWAA,121,91,2,N,Player,NULL
bluegos01,1949,BBWAA,153,115,1,N,Player,NULL
bluegos01,1954,BBWAA,252,189,1,N,Player,NULL
bluegos01,1956,BBWAA,193,145,2,N,Player,NULL
bluegos01,1958,BBWAA,266,200,2,N,Player,NULL
bluegos01,1960,BBWAA,269,202,3,N,Player,NULL
bluelu01,1954,BBWAA,252,189,1,N,Player,NULL
bluevi01,1992,BBWAA,430,323,23,N,Player,NULL
bluevi01,1993,BBWAA,423,318,37,N,Player,NULL
bluevi01,1994,BBWAA,456,342,14,N,Player,NULL
bluevi01,1995,BBWAA,460,345,26,N,Player,NULL
bluevi01,2011,Veterans - Expansion Era,16,12,NULL,N,Player,<8 votes
blylebe01,1998,BBWAA,473,355,83,N,Player,NULL
blylebe01,1999,BBWAA,497,373,70,N,Player,NULL
blylebe01,2000,BBWAA,499,375,87,N,Player,NULL
blylebe01,2001,BBWAA,515,387,121,N,Player,NULL
blylebe01,2002,BBWAA,472,354,124,N,Player,NULL
blylebe01,2003,BBWAA,496,372,145,N,Player,NULL
blylebe01,2004,BBWAA,506,380,179,N,Player,NULL
blylebe01,2005,BBWAA,516,387,211,N,Player,NULL
blylebe01,2006,BBWAA,520,390,277,N,Player,NULL
blylebe01,2007,BBWAA,545,409,260,N,Player,NULL
blylebe01,2008,BBWAA,543,408,336,N,Player,NULL
blylebe01,2009,BBWAA,539,405,338,N,Player,NULL
blylebe01,2010,BBWAA,539,405,400,N,Player,NULL
blylebe01,2011,BBWAA,581,436,463,Y,Player,NULL
boccajo01,1980,BBWAA,385,289,0,N,Player,NULL
boddimi01,1999,BBWAA,497,373,0,N,Player,NULL
bodiepi01,1937,BBWAA,201,151,2,N,Player,NULL
bodiepi01,1949,BBWAA,153,115,1,N,Player,NULL
boggswa01,2005,BBWAA,516,387,474,Y,Player,NULL
boleyjo01,1942,BBWAA,233,175,1,N,Player,NULL
bolinbo01,1979,BBWAA,432,324,0,N,Player,NULL
bondsba01,2013,BBWAA,569,427,206,N,Player,NULL
bondsba01,2014,BBWAA,571,429,198,N,Player,NULL
bondsba01,2015,BBWAA,549,412,202,N,Player,NULL
bondsba01,2016,BBWAA,440,330,195,N,Player,NULL
bondsba01,2017,BBWAA,442,332,238,N,Player,NULL
bondsba01,2018,BBWAA,422,317,238,N,Player,NULL
bondsba01,2019,BBWAA,425,319,251,N,Player,NULL
bondsba01,2020,BBWAA,397,298,241,N,Player,NULL
bondsba01,2021,BBWAA,401,301,248,N,Player,NULL
bondsba01,2022,BBWAA,394,296,260,N,Player,NULL
bondsba01,2023,Contemporary Era,16,12,NULL,N,Player,<4 votes
bondsbo01,1987,BBWAA,413,310,24,N,Player,NULL
bondsbo01,1988,BBWAA,427,321,27,N,Player,NULL
bondsbo01,1989,BBWAA,447,336,29,N,Player,NULL
bondsbo01,1990,BBWAA,444,333,30,N,Player,NULL
bondsbo01,1991,BBWAA,443,333,39,N,Player,NULL
bondsbo01,1992,BBWAA,430,323,40,N,Player,NULL
bondsbo01,1993,BBWAA,423,318,45,N,Player,NULL
bondsbo01,1994,BBWAA,456,342,37,N,Player,NULL
bondsbo01,1995,BBWAA,460,345,35,N,Player,NULL
bondsbo01,1996,BBWAA,470,353,24,N,Player,NULL
bondsbo01,1997,BBWAA,473,353,20,N,Player,NULL
bondsbo01,2003,Veterans - Players,81,61,5,N,Player,NULL
bondsbo01,2005,Veterans - Players,80,60,4,N,Player,NULL
bondsbo01,2007,Veterans - Players,84,62,1,N,Player,NULL
bondto01,1936,Veterans,78,59,1,N,Player,NULL
bonilbo01,2007,BBWAA,545,409,2,N,Player,NULL
booneaa01,2015,BBWAA,549,412,2,N,Player,NULL
boonebo01,1996,BBWAA,470,353,36,N,Player,NULL
boonebo01,1997,BBWAA,473,353,28,N,Player,NULL
boonebo01,1998,BBWAA,473,355,26,N,Player,NULL
boonebo01,1999,BBWAA,497,373,27,N,Player,NULL
boonebo01,2000,BBWAA,499,375,21,N,Player,NULL
boonebr01,2011,BBWAA,581,436,1,N,Player,NULL
bottoji01,1948,BBWAA,121,91,4,N,Player,NULL
bottoji01,1949,BBWAA,153,115,8,N,Player,NULL
