playerID,allStarCount,awardsCount,totalGames,totalHomeRuns,totalHits,totalPitchingStrikeOuts,totalPitchWins,totalFielderPutouts,postHomeRuns,postHits,postPitchingStrikeOuts,postTotalWins,postFielderPutouts,class
maysca01,0,3,502,5,291,862,207,174,0,2,17,3,0,False
marbefi01,0,0,551,1,128,822,148,92,0,0,12,0,1,False
martipe01,4,3,1189,59,1227,0,0,1692,1,23,NULL,NULL,17,False
maglisa01,2,1,304,2,76,862,119,96,0,0,20,1,0,False
malonji01,1,0,321,7,126,1605,134,101,0,0,1,0,0,False
maricju01,10,5,475,4,202,2303,243,291,0,0,10,0,3,True
marshmi01,2,5,725,1,35,880,97,105,0,0,11,0,0,False
matlajo01,3,2,362,0,57,1516,125,68,0,1,20,2,0,False
mayru01,0,0,536,0,42,1760,152,87,0,0,15,0,2,False
martide01,4,0,695,0,74,2149,245,319,0,0,18,2,3,False
leachto01,0,3,2156,63,2143,NULL,NULL,4008,0,18,NULL,NULL,25,False
lazzeto01,1,4,1740,178,1840,NULL,NULL,3688,4,28,NULL,NULL,57,True
lindsfr01,0,4,1439,103,1747,NULL,NULL,2177,0,13,NULL,NULL,15,True
lombaer01,8,4,1852,190,1792,NULL,NULL,5694,0,4,NULL,NULL,26,True
lavagco01,4,1,1043,40,945,NULL,NULL,1364,0,2,NULL,NULL,2,False
lockmwh01,1,0,1666,114,1658,NULL,NULL,8417,1,8,NULL,NULL,88,False
lollash01,9,4,1752,155,1415,NULL,NULL,7243,1,8,NULL,NULL,31,False
lanieha01,0,0,1196,8,843,NULL,NULL,2041,0,0,NULL,NULL,1,False
lopesda01,4,3,1812,155,1671,NULL,NULL,3558,6,43,NULL,NULL,116,False
lowenjo01,0,0,1368,116,881,NULL,NULL,1803,2,10,NULL,NULL,20,False
luzingr01,4,4,1821,307,1795,NULL,NULL,2120,5,20,NULL,NULL,21,False
lansfca01,1,3,1862,151,2074,NULL,NULL,2098,2,39,NULL,NULL,32,False
lemonch01,3,0,1988,215,1875,NULL,NULL,4998,2,10,NULL,NULL,36,False
leonaje01,2,1,1415,144,1342,NULL,NULL,2191,4,10,NULL,NULL,16,False
lynnfr01,9,12,1969,306,1960,NULL,NULL,4556,2,22,NULL,NULL,51,False
maranra01,0,7,2670,28,2605,NULL,NULL,6413,0,8,NULL,NULL,18,True
mancugu01,2,0,1460,53,1194,NULL,NULL,5613,0,9,NULL,NULL,95,False
manushe01,1,5,2009,110,2524,NULL,NULL,3842,0,2,NULL,NULL,10,True
marioma01,8,12,1572,36,1448,NULL,NULL,2987,1,18,NULL,NULL,39,False
mccorfr01,9,6,1534,128,1711,NULL,NULL,13803,0,13,NULL,NULL,96,False
mantlmi01,19,15,2401,536,2415,NULL,NULL,6734,18,59,NULL,NULL,125,True
marisro01,9,8,1463,275,1325,NULL,NULL,2649,6,33,NULL,NULL,80,True
martibi02,1,1,1022,64,877,NULL,NULL,2022,5,33,NULL,NULL,59,False
matheed01,12,4,2391,512,2315,NULL,NULL,2966,1,10,NULL,NULL,14,True
mayswi01,26,32,2992,660,3283,NULL,NULL,7752,1,22,NULL,NULL,52,True
mazerbi01,12,13,2163,138,2016,NULL,NULL,4976,2,10,NULL,NULL,18,True
mccarti01,2,1,1909,97,1501,NULL,NULL,8893,2,24,NULL,NULL,194,False
mccovwi01,6,10,2588,521,2211,NULL,NULL,17567,3,9,NULL,NULL,56,True
mcdougi01,6,3,1336,112,1291,NULL,NULL,2352,7,45,NULL,NULL,76,False
maxvida01,0,1,1423,6,748,NULL,NULL,1974,0,8,NULL,NULL,46,False
maybejo01,2,2,1620,255,1379,NULL,NULL,13169,2,6,NULL,NULL,77,False
mayle01,3,1,2071,354,2031,NULL,NULL,13029,2,10,NULL,NULL,82,True
mcauldi01,3,0,1763,197,1530,NULL,NULL,3267,2,10,NULL,NULL,24,False
maddoga01,0,9,1749,117,1802,NULL,NULL,4449,1,29,NULL,NULL,83,False
madlobi01,3,2,1806,163,2008,NULL,NULL,1694,4,20,NULL,NULL,10,False
matthga01,1,2,2033,234,2011,NULL,NULL,3226,7,21,NULL,NULL,36,False
mcbriba01,1,1,1071,63,1153,NULL,NULL,2163,3,21,NULL,NULL,37,False
mcginjo01,0,0,477,0,251,1068,246,218,0,0,6,1,0,True
mullige01,0,1,619,3,401,1482,228,236,0,4,36,3,1,False
meadole01,0,0,499,5,201,1063,188,84,0,0,10,0,0,False
moorete01,4,0,1298,80,1318,1,0,3126,0,9,NULL,NULL,33,False
murphjo04,3,0,415,0,46,378,93,77,0,1,8,2,1,False
mcmahdo02,1,0,874,0,23,1003,90,83,0,0,14,0,3,False
millebo04,0,0,707,0,33,895,69,106,0,0,7,0,2,False
millest01,2,2,716,0,49,1164,105,152,0,0,0,0,0,False
mcgratu01,2,1,826,1,39,1109,96,75,0,1,48,3,2,False
mclaide01,3,8,285,1,82,1282,131,154,0,0,13,1,0,False
mcnalda01,3,1,425,9,97,1512,184,97,2,4,65,7,1,False
medicdo01,0,0,314,0,5,955,124,114,0,0,0,0,0,False
messean01,4,3,353,5,124,1625,130,136,0,2,12,1,2,False
mcgresc01,1,0,357,0,0,904,138,119,0,0,26,3,2,False
morrija02,5,5,568,0,0,2478,254,387,0,0,64,7,12,True
nehfar01,0,1,464,8,192,844,184,144,0,4,28,4,1,False
musiast01,24,34,3026,475,3630,0,0,12439,1,22,NULL,NULL,92,True
newhoha01,7,19,492,2,201,1796,207,135,0,0,22,2,2,True
newcodo01,4,7,452,15,238,1129,149,159,0,0,19,0,1,False
newsobo01,4,3,609,1,253,2082,211,112,0,1,17,2,2,False
niekrjo01,1,2,706,1,152,1747,221,253,0,0,7,0,1,False
niekrph01,5,7,866,7,260,3342,318,386,0,0,9,0,1,True
nolanga01,1,1,252,1,73,1039,110,95,0,1,31,2,2,False
mcleala01,0,0,863,6,694,NULL,NULL,3346,0,6,NULL,NULL,14,False
mowremi01,0,0,1276,7,1099,NULL,NULL,1443,0,3,NULL,NULL,8,False
murphda02,0,0,1496,44,1563,NULL,NULL,2521,1,18,NULL,NULL,17,False
murrare01,0,0,1270,37,1170,NULL,NULL,1994,0,14,NULL,NULL,34,False
mcinnst01,0,5,2129,20,2405,NULL,NULL,20120,0,13,NULL,NULL,196,False
meuseir01,0,0,1290,106,1521,NULL,NULL,2421,3,24,NULL,NULL,29,False
milledo02,0,0,1591,32,1526,NULL,NULL,9170,0,7,NULL,NULL,17,False
meusebo01,0,0,1407,156,1693,NULL,NULL,2496,1,29,NULL,NULL,56,False
millebi02,0,0,1821,116,1934,NULL,NULL,3519,0,17,NULL,NULL,39,False
moorejo02,6,1,1335,79,1615,NULL,NULL,2501,1,20,NULL,NULL,36,False
myerbu01,2,0,1923,38,2131,NULL,NULL,4224,0,8,NULL,NULL,16,False
medwijo01,10,22,1984,205,2471,NULL,NULL,4152,1,15,NULL,NULL,17,True
miksied01,0,0,1042,44,722,NULL,NULL,1679,0,3,NULL,NULL,6,False
mizejo01,10,13,1883,359,2011,NULL,NULL,14862,3,12,NULL,NULL,65,True
moseswa01,2,2,2014,89,2138,NULL,NULL,4000,0,5,NULL,NULL,5,False
moonwa01,3,2,1458,142,1399,NULL,NULL,3133,1,6,NULL,NULL,10,False
mcraeha01,3,4,2084,191,2091,NULL,NULL,887,1,42,NULL,NULL,15,False
menkede01,2,0,1598,101,1270,NULL,NULL,3108,2,8,NULL,NULL,9,False
millafe01,3,2,1480,22,1617,NULL,NULL,3498,0,16,NULL,NULL,29,False
milnejo01,0,0,1215,131,855,NULL,NULL,4811,0,15,NULL,NULL,108,False
mondari01,2,0,1986,241,1619,NULL,NULL,3978,1,17,NULL,NULL,49,False
moneydo01,4,0,1720,176,1623,NULL,NULL,2697,0,5,NULL,NULL,1,False
morgajo02,10,17,2649,268,2517,NULL,NULL,5758,5,33,NULL,NULL,116,True
motama01,1,0,1536,31,1149,NULL,NULL,1481,0,3,NULL,NULL,1,False
munsoth01,7,10,1423,113,1558,NULL,NULL,6342,3,46,NULL,NULL,158,True
nettlgr01,6,6,2700,390,2225,NULL,NULL,2098,5,41,NULL,NULL,57,False
mcgeewi01,4,7,2201,79,2254,NULL,NULL,4295,4,53,NULL,NULL,127,False
molitpa01,7,13,2683,234,3319,NULL,NULL,3506,6,43,NULL,NULL,26,True
murphda05,7,19,2180,398,2111,NULL,NULL,6319,0,3,NULL,NULL,8,False
murraed02,8,9,3026,504,3255,NULL,NULL,21265,9,41,NULL,NULL,211,True
mitchke01,2,5,1223,234,1173,NULL,NULL,1676,4,23,NULL,NULL,32,False
ofarrbo01,0,4,1493,51,1120,NULL,NULL,4295,0,7,NULL,NULL,35,False
nichobi01,5,7,1678,235,1484,NULL,NULL,2954,0,6,NULL,NULL,9,False
northji01,0,0,1392,153,1254,NULL,NULL,2715,2,12,NULL,NULL,32,False
oglivbe01,3,2,1754,235,1615,NULL,NULL,3399,2,11,NULL,NULL,31,False
osteecl01,3,0,588,8,207,1612,196,159,0,1,7,1,3,False
olearch01,0,0,958,3,731,NULL,NULL,2102,0,5,NULL,NULL,20,False
oneilst01,0,9,1590,13,1259,NULL,NULL,5968,0,7,NULL,NULL,23,False
ottme01,12,11,2730,511,2876,NULL,NULL,4734,4,18,NULL,NULL,27,True
olivato01,8,9,1676,220,1917,NULL,NULL,2332,3,16,NULL,NULL,36,True
oliveal01,7,5,2368,219,2743,NULL,NULL,9040,3,21,NULL,NULL,69,False
otisam01,5,4,1998,193,2020,NULL,NULL,4940,3,23,NULL,NULL,63,False
appieke01,1,0,414,0,8,1994,169,202,0,0,23,0,0,False
beckro01,3,1,704,0,4,644,38,39,0,0,5,0,1,False
ankieri01,0,0,653,76,462,269,13,1119,1,2,5,0,5,False
arroybr01,1,1,436,6,81,1571,148,221,0,0,26,1,2,False
beckejo02,3,3,335,3,41,1901,138,132,0,2,99,7,5,False
benitar01,2,2,762,0,0,946,40,31,0,0,36,3,0,False
alomaro01,12,21,2379,210,2724,NULL,NULL,4463,4,72,NULL,NULL,115,True
alomasa02,6,3,1377,112,1236,NULL,NULL,7667,5,37,NULL,NULL,337,False
aloumo01,6,5,1942,332,2134,NULL,NULL,3114,5,37,NULL,NULL,48,False
anderbr01,3,0,1834,210,1661,NULL,NULL,3713,6,24,NULL,NULL,34,False
baergca01,3,4,1630,134,1583,NULL,NULL,2634,1,19,NULL,NULL,35,False
bagweje01,4,11,2150,449,2314,NULL,NULL,17546,2,24,NULL,NULL,217,True
belleal01,5,11,1539,381,1726,NULL,NULL,2642,6,14,NULL,NULL,32,False
bellja01,2,3,2063,195,1963,NULL,NULL,3202,3,28,NULL,NULL,41,False
bicheda01,4,2,1704,274,1906,NULL,NULL,2829,1,10,NULL,NULL,9,False
biggicr01,7,17,2850,291,3060,NULL,NULL,7156,2,39,NULL,NULL,70,True
bondsba01,14,47,2986,762,2935,NULL,NULL,5637,9,37,NULL,NULL,95,False
abreubo01,2,2,2425,288,2470,NULL,NULL,3952,1,19,NULL,NULL,32,False
anderga01,3,5,2228,287,2529,NULL,NULL,4057,5,36,NULL,NULL,79,False
aurilri01,1,2,1652,186,1576,NULL,NULL,3079,6,22,NULL,NULL,42,False
ausmubr01,1,3,1971,80,1579,NULL,NULL,12856,3,26,NULL,NULL,245,False
beltrad01,4,12,2933,477,3166,NULL,NULL,2200,5,29,NULL,NULL,22,True
beltrca01,9,8,2586,435,2725,NULL,NULL,5158,16,66,NULL,NULL,100,False
berkmla01,6,2,1879,366,1905,NULL,NULL,7899,9,59,NULL,NULL,149,False
blakeca01,0,0,1265,167,1186,NULL,NULL,1706,2,24,NULL,NULL,18,False
bautijo02,6,5,1798,344,1496,NULL,NULL,2577,6,18,NULL,NULL,32,False
bayja01,3,2,1278,222,1200,NULL,NULL,2303,3,15,NULL,NULL,22,False
bonilbo01,6,6,2113,287,2010,0,0,3045,5,32,NULL,NULL,47,False
brownke01,6,2,490,2,64,2397,211,388,0,3,71,5,8,False
candito01,0,0,453,0,35,1735,151,230,0,0,6,0,0,False
brownto05,1,0,324,2,95,1000,123,78,0,0,7,2,1,False
cansejo01,6,11,1887,462,1877,0,0,2003,7,19,NULL,NULL,47,False
buehrma01,5,4,518,1,9,1870,214,182,0,0,16,2,1,False
burneaj01,1,0,436,4,56,2513,164,169,0,0,31,2,3,False
carpech01,3,3,350,2,52,1697,144,185,0,6,68,10,10,False
cirilje01,2,0,1617,112,1598,1,0,1371,0,2,NULL,NULL,1,False
cainma01,3,0,349,7,74,1694,104,131,0,4,33,4,2,False
boonebr01,3,8,1780,252,1775,NULL,NULL,3445,3,34,NULL,NULL,55,False
brosisc01,1,4,1146,141,1001,NULL,NULL,1219,8,48,NULL,NULL,50,False
booneaa01,1,0,1152,126,1017,NULL,NULL,1348,2,9,NULL,NULL,12,False
cartejo01,5,4,2189,396,2184,NULL,NULL,5890,6,30,NULL,NULL,72,False
buhneja01,1,1,1472,310,1273,NULL,NULL,2537,8,26,NULL,NULL,46,False
burksel01,2,5,2000,352,2107,NULL,NULL,3435,3,26,NULL,NULL,49,False
caminke01,3,6,1760,239,1710,NULL,NULL,1491,8,21,NULL,NULL,10,False
castivi02,2,6,1854,320,1884,NULL,NULL,1389,5,21,NULL,NULL,13,False
clarkwi02,6,7,1976,284,2176,NULL,NULL,16695,5,39,NULL,NULL,270,False
claytro01,1,0,2108,110,1904,NULL,NULL,3096,0,11,NULL,NULL,19,False
burrepa01,0,0,1640,292,1393,NULL,NULL,2478,5,18,NULL,NULL,44,False
cabreor01,0,2,1985,123,2055,NULL,NULL,3023,1,34,NULL,NULL,64,False
camermi01,1,3,1955,278,1700,NULL,NULL,4954,1,16,NULL,NULL,65,False
caseyse01,3,1,1405,130,1531,NULL,NULL,10875,2,16,NULL,NULL,60,False
castilu01,3,3,1720,28,1889,NULL,NULL,3287,0,18,NULL,NULL,36,False
chaveer01,0,8,1615,260,1477,NULL,NULL,1126,3,24,NULL,NULL,26,False
clarkto02,1,0,1559,251,1188,NULL,NULL,9351,0,5,NULL,NULL,70,False
davisch01,3,0,2436,350,2380,0,0,2566,3,21,NULL,NULL,12,False
coneda01,5,3,451,0,64,2668,194,220,0,3,94,8,11,False
colonba01,4,2,565,1,25,2535,247,188,0,0,52,3,1,False
cuddymi01,2,1,1536,197,1522,0,0,4090,2,26,NULL,NULL,97,False
drabedo01,1,3,412,2,119,1594,155,266,0,2,33,2,4,False
dickera01,1,4,402,0,45,1477,120,119,0,0,4,0,0,False
daultda01,3,2,1161,137,891,NULL,NULL,5835,3,18,NULL,NULL,121,False
coninje01,2,1,2024,214,1982,NULL,NULL,8866,1,31,NULL,NULL,107,False
daviser01,2,9,1626,282,1430,NULL,NULL,3104,2,14,NULL,NULL,25,False
damonjo01,2,1,2490,235,2769,NULL,NULL,4732,10,72,NULL,NULL,129,False
crawfca02,4,3,1716,136,1931,NULL,NULL,3319,7,40,NULL,NULL,60,False
dunstsh01,2,1,1814,150,1597,NULL,NULL,2722,1,14,NULL,NULL,18,False
delgaca01,2,8,2035,473,2038,NULL,NULL,15236,4,13,NULL,NULL,86,False
drewjd01,1,2,1566,242,1437,NULL,NULL,2845,7,48,NULL,NULL,91,False
durhara01,2,0,1975,192,2054,NULL,NULL,3506,3,14,NULL,NULL,17,False
gaettga01,2,6,2507,360,2280,1,0,2607,5,22,NULL,NULL,21,False
fernaal01,0,0,266,3,22,1252,107,125,0,0,18,1,2,False
finlest01,2,5,2583,304,2548,0,0,5664,1,41,NULL,NULL,129,False
francjo01,4,6,1119,0,3,975,90,63,0,0,10,2,2,False
gagneer01,3,6,402,1,12,718,33,38,0,0,10,0,1,False
garcifr02,2,0,377,0,12,1621,156,171,0,0,57,6,4,False
garlajo01,1,0,367,1,24,1156,136,175,0,0,11,1,0,False
glavito02,10,14,709,1,246,2607,305,262,0,10,143,14,6,True
eisenji01,0,0,1422,52,1160,NULL,NULL,2249,2,12,NULL,NULL,29,False
edmonji01,4,11,2011,393,1949,NULL,NULL,4930,13,63,NULL,NULL,162,False
floydcl01,1,0,1621,233,1479,NULL,NULL,2881,2,8,NULL,NULL,10,False
frymatr01,5,5,1698,223,1776,NULL,NULL,1393,1,13,NULL,NULL,8,False
galaran01,5,4,2257,399,2333,NULL,NULL,18244,1,12,NULL,NULL,158,False
gantro01,2,2,1832,321,1651,NULL,NULL,3203,8,43,NULL,NULL,101,False
dyeje01,2,5,1763,325,1779,NULL,NULL,3273,5,44,NULL,NULL,86,False
eckstda01,2,2,1311,35,1414,NULL,NULL,1905,2,49,NULL,NULL,69,False
erstada01,2,5,1654,124,1697,NULL,NULL,6963,3,40,NULL,NULL,156,False
furcara01,3,1,1614,113,1817,NULL,NULL,2438,4,56,NULL,NULL,82,False
garcino01,6,5,1434,229,1747,NULL,NULL,3422,7,36,NULL,NULL,51,False
giambja01,5,6,2260,440,2010,NULL,NULL,10989,7,40,NULL,NULL,164,False
gilesbr02,2,0,1847,287,1897,NULL,NULL,3447,0,16,NULL,NULL,41,False
ellsbja01,1,3,1235,104,1376,NULL,NULL,2784,0,40,NULL,NULL,71,False
ethiean01,2,2,1455,162,1367,NULL,NULL,2217,5,31,NULL,NULL,63,False
fieldpr01,6,7,1611,319,1645,NULL,NULL,10722,5,31,NULL,NULL,287,False
figgich01,0,0,1282,35,1298,NULL,NULL,1612,0,21,NULL,NULL,23,False
glaustr01,4,5,1537,320,1375,NULL,NULL,1922,9,25,NULL,NULL,8,False
gonzaad01,5,6,1929,317,2050,NULL,NULL,14983,7,34,NULL,NULL,250,False
gordoto01,3,2,893,0,0,1928,138,185,0,0,19,0,0,False
gracema01,3,4,2245,173,2445,0,0,18503,2,27,NULL,NULL,209,False
guarded01,2,0,909,0,0,798,46,28,0,0,5,0,0,False
harrile01,0,0,1903,37,1055,1,0,1603,0,3,NULL,NULL,0,False
hennemi01,1,0,561,0,0,533,57,55,0,0,4,1,0,False
hentgpa01,3,3,344,0,9,1290,131,131,0,1,11,1,1,False
hernaro01,2,0,1010,0,1,945,67,53,0,0,2,0,0,False
hoffmtr01,7,8,1035,0,4,1133,61,66,0,0,14,1,0,True
hallaro01,8,5,416,0,34,2117,203,228,0,3,35,3,2,True
hamptmi01,2,9,448,16,178,1387,148,144,0,5,53,2,8,False
hawkila01,0,0,1042,0,0,983,75,95,0,0,17,1,1,False
hernali01,2,3,537,10,215,1976,178,211,0,2,47,7,5,False
harenda01,3,0,401,2,83,2013,153,156,0,0,16,2,1,False
gonzaju03,3,12,1689,434,1936,NULL,NULL,2595,8,18,NULL,NULL,25,False
gonzalu01,5,3,2591,354,2591,NULL,NULL,4520,4,22,NULL,NULL,40,False
griffke02,13,29,2671,630,2781,NULL,NULL,5607,6,20,NULL,NULL,44,True
grissma02,2,5,2165,227,2251,NULL,NULL,4880,5,69,NULL,NULL,111,False
guilloz01,3,2,1993,28,1764,NULL,NULL,2935,0,12,NULL,NULL,17,False
greensh01,2,3,1951,328,2003,NULL,NULL,4373,3,14,NULL,NULL,41,False
grudzma01,1,1,1802,90,2040,NULL,NULL,2945,0,16,NULL,NULL,52,False
guerrvl01,9,15,2147,449,2590,NULL,NULL,3169,2,45,NULL,NULL,23,True
guillca01,3,0,1305,124,1331,NULL,NULL,1972,2,21,NULL,NULL,65,False
heltoto01,5,12,2247,369,2519,NULL,NULL,18905,0,12,NULL,NULL,140,True
hardyjj01,2,4,1561,188,1488,NULL,NULL,2089,1,18,NULL,NULL,35,False
hollima01,7,6,1903,316,2096,NULL,NULL,2956,13,71,NULL,NULL,99,False
hudsoti01,4,2,489,4,98,2080,222,258,0,4,53,1,8,False
jacksmi02,0,0,1005,0,5,1006,62,57,0,1,25,1,2,False
isrinja01,2,0,724,2,21,830,51,62,0,0,23,1,1,False
jonesdo01,5,1,846,0,1,909,69,60,0,0,2,0,0,False
krukomi01,1,0,371,5,139,1478,124,146,0,0,3,1,2,False
johnsra05,10,13,619,1,78,4875,303,90,0,2,132,7,2,True
jonesto02,1,2,982,0,4,868,58,70,0,0,5,0,0,False
kileda01,3,0,364,2,87,1668,133,136,0,2,18,1,1,False
lackejo01,1,0,450,0,26,2294,188,222,0,2,114,8,17,False
hrbekke01,1,1,1747,293,1749,NULL,NULL,13725,3,14,NULL,NULL,213,False
huffau01,0,1,1681,242,1699,NULL,NULL,5159,1,16,NULL,NULL,107,False
hunteto01,5,13,2372,353,2452,NULL,NULL,5263,4,51,NULL,NULL,117,False
ibanera01,1,1,2161,305,2034,NULL,NULL,3678,6,34,NULL,NULL,58,False
howarry01,3,7,1572,382,1475,NULL,NULL,12351,8,44,NULL,NULL,334,False
hudsoor01,2,4,1345,93,1319,NULL,NULL,2652,2,5,NULL,NULL,7,False
jeffegr01,2,0,1465,126,1593,NULL,NULL,4690,0,9,NULL,NULL,5,False
jonesch06,8,6,2499,468,2726,NULL,NULL,1771,13,97,NULL,NULL,66,True
jordabr01,1,0,1456,184,1454,NULL,NULL,2852,6,35,NULL,NULL,91,False
justida01,3,6,1610,305,1571,NULL,NULL,2684,14,89,NULL,NULL,172,False
karroer01,0,3,1755,284,1724,NULL,NULL,14056,4,15,NULL,NULL,99,False
kentje01,5,8,2298,377,2461,NULL,NULL,4816,9,47,NULL,NULL,91,False
kleskry01,1,0,1736,278,1564,NULL,NULL,6660,10,39,NULL,NULL,110,False
knoblch01,4,6,1632,98,1839,NULL,NULL,2852,2,63,NULL,NULL,89,False
krukjo01,3,0,1200,100,1170,NULL,NULL,6022,1,14,NULL,NULL,85,False
jeterde01,14,20,2747,260,3465,NULL,NULL,3820,20,200,NULL,NULL,266,True
johnsch04,2,4,1188,167,940,NULL,NULL,7218,2,17,NULL,NULL,135,False
jonesan01,5,15,2196,434,1933,NULL,NULL,4986,10,65,NULL,NULL,178,False
kendaja01,3,0,2085,75,2195,NULL,NULL,13067,0,11,NULL,NULL,75,False
konerpa01,6,3,2349,439,2340,NULL,NULL,15965,7,18,NULL,NULL,173,False
langsma01,4,7,459,0,14,2464,179,127,0,0,1,0,0,False
leiteal01,2,3,419,0,45,1974,162,57,0,1,68,2,2,False
lillyte01,2,0,357,0,35,1681,130,67,0,0,14,0,0,False
lowede01,2,1,682,1,65,1722,176,221,0,1,70,5,14,False
leecl02,4,3,337,2,51,1824,143,83,0,4,89,7,5,False
lidgebr01,2,3,603,0,2,799,26,23,0,0,62,2,2,False
linceti01,4,5,281,0,53,1736,110,93,0,0,65,5,4,False
maddugr01,8,31,759,5,272,3371,355,546,0,4,125,11,20,True
martipe02,8,12,477,0,43,3154,219,155,0,0,96,6,10,True
mcdowja01,3,4,277,0,0,1311,127,139,0,0,16,0,1,False
lankfra01,1,0,1701,238,1561,NULL,NULL,3530,0,7,NULL,NULL,29,False
larkiba01,12,24,2180,198,2340,NULL,NULL,3154,0,24,NULL,NULL,35,True
loftoke01,6,4,2103,130,2428,NULL,NULL,4856,7,97,NULL,NULL,209,False
lopezja01,3,3,1503,260,1527,NULL,NULL,8991,10,57,NULL,NULL,428,False
leeca01,3,3,2099,358,2273,NULL,NULL,4987,0,1,NULL,NULL,6,False
leede02,2,4,1942,331,1959,NULL,NULL,14910,1,27,NULL,NULL,202,False
loducpa01,4,1,1082,80,1112,NULL,NULL,6879,0,11,NULL,NULL,57,False
lowelmi01,4,3,1601,223,1619,NULL,NULL,1468,4,29,NULL,NULL,25,False
mattido01,6,22,1785,222,2153,NULL,NULL,14270,1,10,NULL,NULL,36,False
martiti02,2,2,2023,339,1925,NULL,NULL,15001,9,83,NULL,NULL,800,False
martivi01,5,2,1973,246,2153,NULL,NULL,6888,6,47,NULL,NULL,98,False
matsuhi01,2,1,1236,175,1253,NULL,NULL,1326,10,64,NULL,NULL,59,False
mauerjo01,6,10,1858,143,2123,NULL,NULL,10707,0,11,NULL,NULL,65,True
mesajo01,2,2,1023,0,0,1038,80,112,0,0,29,3,2,False
moyerja01,1,5,701,0,51,2441,269,279,0,0,29,3,6,False
mulhote01,1,0,687,2,69,1325,124,114,0,0,15,1,2,False
millwke01,1,0,451,4,57,2083,169,145,0,1,38,3,5,False
mussimi01,5,8,537,0,9,2813,270,231,0,0,145,7,14,True
myersra01,4,5,729,0,11,884,44,27,0,0,32,2,0,False
nenro01,3,1,643,0,1,793,45,44,0,0,20,1,0,False
nathajo01,6,2,787,2,10,976,64,50,0,0,12,0,0,False
nomohi01,1,1,324,4,65,1918,123,115,0,0,9,0,1,False
mcgrifr01,5,7,2460,493,2490,NULL,NULL,18985,10,57,NULL,NULL,442,True
mcgwima01,12,9,1874,583,1626,NULL,NULL,14464,5,28,NULL,NULL,291,False
mondera01,1,3,1525,271,1589,NULL,NULL,2932,0,7,NULL,NULL,20,False
morriha02,0,0,1246,76,1216,NULL,NULL,7459,0,13,NULL,NULL,87,False
morame01,2,2,1556,171,1503,NULL,NULL,1787,1,6,NULL,NULL,9,False
muellbi02,0,2,1216,85,1229,NULL,NULL,817,1,34,NULL,NULL,41,False
morneju01,4,4,1545,247,1603,NULL,NULL,11239,2,16,NULL,NULL,131,False
napolmi01,1,0,1392,267,1125,NULL,NULL,8588,8,45,NULL,NULL,418,False
nixonot01,0,0,1709,11,1379,NULL,NULL,3313,0,26,NULL,NULL,47,False
oroscje01,2,0,1252,0,10,1179,87,62,0,1,22,3,2,False
oneilpa01,5,0,2053,281,2105,2,0,3915,11,85,NULL,NULL,164,False
oliveda02,0,0,775,1,48,1259,118,71,0,0,31,2,1,False
oswalro01,3,1,370,1,101,1852,163,169,0,2,56,5,6,False
olerujo01,2,4,2234,255,2239,NULL,NULL,16165,9,66,NULL,NULL,520,False
ordonma01,6,6,1848,294,2156,NULL,NULL,3208,3,17,NULL,NULL,33,False
ortizda01,10,19,2408,541,2472,NULL,NULL,1983,17,88,NULL,NULL,44,True
ansonca01,0,0,2524,97,3435,1,0,22572,0,16,NULL,NULL,NULL,True
bennech01,0,0,1062,55,978,NULL,NULL,5326,1,13,NULL,NULL,NULL,False
ballne01,0,0,507,4,404,NULL,NULL,951,0,0,NULL,NULL,NULL,False
averiea01,6,11,1669,238,2019,NULL,NULL,3969,0,0,NULL,NULL,NULL,True
beaucji01,0,0,393,14,153,NULL,NULL,755,0,0,NULL,NULL,NULL,False
broutda01,0,0,1676,107,2303,8,0,16443,0,2,NULL,NULL,NULL,True
burkeje01,0,0,2067,75,2850,84,3,3966,0,8,NULL,NULL,NULL,True
carutbo01,0,0,705,29,695,900,218,788,0,22,53,7,NULL,False
clarkjo01,0,1,546,24,432,1978,328,239,1,5,52,2,NULL,True
brownga01,0,0,1051,84,582,NULL,NULL,693,0,0,NULL,NULL,NULL,False
burroje01,2,3,1689,240,1443,NULL,NULL,2177,0,0,NULL,NULL,NULL,False
comisch01,0,0,1390,28,1529,6,0,13900,0,44,NULL,NULL,NULL,True
dennyje01,0,0,1237,74,1286,1,0,2251,1,4,NULL,NULL,NULL,False
dunlafr01,0,0,965,41,1159,2,0,2912,0,6,NULL,NULL,NULL,False
connoro01,0,0,1998,138,2467,NULL,NULL,18115,0,19,NULL,NULL,NULL,True
davissp01,0,0,1458,77,1312,NULL,NULL,4423,0,2,NULL,NULL,NULL,False
donovpa01,0,0,1825,16,2256,NULL,NULL,2929,0,8,NULL,NULL,NULL,False
duffyhu01,0,1,1737,106,2293,NULL,NULL,3449,1,12,NULL,NULL,NULL,True
ewingbu01,0,0,1315,71,1625,23,2,6355,1,18,NULL,NULL,NULL,True
flintsi01,0,0,760,21,687,NULL,NULL,3674,0,2,NULL,NULL,NULL,False
gagliph01,0,0,702,14,336,NULL,NULL,697,0,0,NULL,NULL,NULL,False
hanlone01,0,0,1270,30,1318,NULL,NULL,2700,0,11,NULL,NULL,NULL,True
granted01,0,0,991,5,844,NULL,NULL,1187,0,0,NULL,NULL,NULL,False
